unix,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore,tb_base
1597968000000,0.5397,0.5397,0.401,0.4314,2884153.28,1598054399999,1310914.069227,4961,1025412.05,463787.653919,0,
1598054400000,0.4317,0.4987,0.412,0.4712,4198278.44,1598140799999,1884510.775776,6160,2164357.97,976460.091097,0,
1598140800000,0.469,0.494,0.4523,0.4821,10755011.03,1598227199999,5093427.513301,6995,5574173.47,2680189.894097,0,
1598227200000,0.4821,0.5334,0.4792,0.5315,2243774.75,1598313599999,1122574.251454,5012,953020.16,477250.506554,0,
1598313600000,0.5323,0.5324,0.4478,0.4619,2608675.14,1598399999999,1260367.040153,4474,1445308.64,694302.472961,0,
1598400000000,0.4619,0.4983,0.4603,0.498,1831323.23,1598486399999,873545.693126,3152,888777.81,424929.477593,0,
1598486400000,0.4983,0.5182,0.4701,0.5046,3018123.53,1598572799999,1495515.884974,5008,1485716.19,737346.327307,0,
1598572800000,0.5033,0.57,0.5017,0.5662,3694034.11,1598659199999,1966380.494229,7169,1687303.88,899340.577451,0,
1598659200000,0.5662,0.5691,0.5165,0.538,2172028.16,1598745599999,1171935.675337,4236,1020352.77,551243.102072,0,
1598745600000,0.538,0.563,0.5222,0.5326,2697793.49,1598831999999,1461342.406018,5548,1209966.99,655942.680959,0,
1598832000000,0.5333,0.535,0.5078,0.5097,2704706.1,1598918399999,1404770.114071,4296,1056091.25,548323.930121,0,
1598918400000,0.5105,0.5106,0.4745,0.4808,3953475.68,1599004799999,1919272.454358,7381,2042538.58,991713.298459,0,
1599004800000,0.4806,0.4814,0.4185,0.4428,3695631.01,1599091199999,1662167.349012,7733,1894118.29,847712.608091,0,
1599091200000,0.4428,0.45,0.37,0.3778,4072613.69,1599177599999,1731063.57294,8085,1690356.61,720734.093262,0,
1599177600000,0.3748,0.3813,0.3598,0.3685,3338968.01,1599263999999,1241528.253544,4976,1709455.86,635463.806648,0,
1599264000000,0.3689,0.3777,0.3183,0.3264,2996620.05,1599350399999,1040369.085509,5978,1520559.82,520557.164439,0,
1599350400000,0.3261,0.3363,0.3104,0.3325,3122558.17,1599436799999,1022885.384998,6651,1649462.76,540142.054415,0,
1599436800000,0.3325,0.3378,0.3071,0.3257,2699267.69,1599523199999,876587.401623,5522,1227070.59,398611.450257,0,
1599523200000,0.3258,0.3287,0.3078,0.3165,2027110.78,1599609599999,650648.602297,5463,1019872.64,328158.019261,0,
1599609600000,0.3162,0.3291,0.3084,0.3167,1831995.91,1599695999999,584083.227945,4390,1156269.11,367768.352298,0,
1599696000000,0.3167,0.3868,0.3163,0.3498,4329407.69,1599782399999,1508722.516751,12537,2345047.22,810609.026773,0,
1599782400000,0.3497,0.357,0.3141,0.3384,4030025.95,1599868799999,1370120.003404,10968,2116659.96,717674.945666,0,
1599868800000,0.3383,0.3391,0.318,0.3294,5214097.92,1599955199999,1701568.57561,10686,3405213.08,1112063.061074,0,
1599955200000,0.3291,0.3483,0.3001,0.3088,3657468.6,1600041599999,1197797.817983,11255,1595826.38,523565.520337,0,
1600041600000,0.3087,0.3247,0.3061,0.3194,1786079.78,1600127999999,564606.955316,7696,890621.73,281686.888113,0,
1600128000000,0.3193,0.355,0.3053,0.335,6603185.34,1600214399999,2182862.773578,19968,3249615.95,1073777.251251,0,
1600214400000,0.3345,0.3612,0.3183,0.3206,6922022.93,1600300799999,2356328.224598,22330,3001227.89,1021741.618251,0,
1600300800000,0.3202,0.3309,0.31,0.3119,4116296.53,1600387199999,1314067.733787,14415,2127808.66,679949.79903,0,
1600387200000,0.3116,0.3307,0.3089,0.3196,4156463.87,1600473599999,1319731.650019,14855,2348814.21,746098.737659,0,
1600473600000,0.3196,0.3226,0.3058,0.3179,1752924.5,1600559999999,549285.819118,7328,999513.12,313693.563737,0,
1600560000000,0.3175,0.325,0.3028,0.3094,1619967.79,1600646399999,503680.565592,6303,998855.84,309904.68093,0,
1600646400000,0.3093,0.3161,0.288,0.2884,2278558.04,1600732799999,683940.286021,6573,859602.7,258145.039794,0,
1600732800000,0.2891,0.3041,0.2881,0.3003,1095021.61,1600819199999,323856.225277,2987,628011.05,186055.899773,0,
1600819200000,0.3005,0.3038,0.2899,0.2909,640287.05,1600905599999,189973.932896,2442,261811.63,77936.732185,0,
1600905600000,0.2909,0.3036,0.2879,0.3029,1367873.82,1600991999999,401552.696134,3237,567834.95,166949.938961,0,
1600992000000,0.3034,0.3411,0.2898,0.324,4969756.62,1601078399999,1560862.258091,11987,1922053.28,607305.405388,0,
1601078400000,0.324,0.33,0.31,0.3154,1556314.86,1601164799999,494663.995748,5275,941102.29,299403.4184,0,
1601164800000,0.3148,0.3184,0.3093,0.3133,789126.33,1601251199999,247567.605577,2874,491477.55,154243.479724,0,
1601251200000,0.3134,0.3499,0.3134,0.3223,2509797.04,1601337599999,835352.586187,7605,1140822.02,378128.369203,0,
1601337600000,0.3221,0.3579,0.3218,0.3344,3732916.57,1601423999999,1263995.44348,12654,1851878.79,626996.483324,0,
1601424000000,0.3347,0.3427,0.327,0.3348,1845947.92,1601510399999,617291.244365,6044,1016062.49,339962.368238,0,
1601510400000,0.3346,0.3402,0.3098,0.3174,1894328.22,1601596799999,613608.267025,6499,799934.95,261218.216402,0,
